Rank,English_Meaning,Word,Languages_Found,Count
3846,unexpected,inesperado,"es,gl,pt",3
3848,agricultural,agrícola,"ca,es,pt",3
3849,sacrifice,sacrifice,"en,fr",2
3849,sacrifice,sacrificio,"es,gl,it",3
3850,spectrum,espectro,"es,gl,pt",3
3851,dragon,dragon,"en,fr",2
3852,bacteria,bacterias,"es,gl",2
3853,shore,Costa,"gl,pt",2
3854,pastor,pastor,"ca,en,es,gl,pt,ro",6
3857,adequate,adecuado,"es,gl",2
3858,rape,violación,"es,gl",2
3859,addition,adición,"es,gl",2
3860,tackle,abordar,"ca,gl",2
3861,occupation,ocupación,"es,gl",2
3865,military,militar,"ca,es,gl,ro",4
3866,stimulus,stimulus,"en,fr",2
3866,stimulus,estímulo,"es,gl,pt",3
3867,patent,patent,"ca,en",2
3867,patent,brevet,"fr,ro",2
3867,patent,patente,"gl,pt",2
3869,harsh,duro,"es,gl,it",3
3870,chaos,caos,"es,gl,it,pt",4
3871,kit,kit,"ca,en,gl,it,pt",5
3872,this,isto,"gl,pt",2
3873,piano,piano,"ca,en,es,fr,gl,pt",6
3874,surprisingly,sorprendentemente,"gl,it",2
3875,lend,prestar,"ca,es,gl",3
3876,correctly,correctamente,"es,gl",2
3879,modest,modest,"en,ro",2
3879,modest,modesto,"es,gl,it,pt",4
3881,psychologist,psicólogo,"es,pt",2
3882,servant,servo,"it,pt",2
3884,elevator,ascensor,"ca,es,gl",3
3885,hispanic,hispanic,"en,ro",2
3886,divine,divine,"en,it",2
3886,divine,divino,"gl,pt",2
3887,transmission,transmission,"en,fr",2
3887,transmission,transmisión,"es,gl",2
3890,cowboy,cowboy,"en,it,ro",3
3890,cowboy,vaqueiro,"gl,pt",2
3891,ease,facilidade,"gl,pt",2
3892,intent,intención,"es,gl",2
3894,gentle,amable,"ca,es",2
3895,rhythm,ritmo,"es,gl,it,pt",4
3897,complexity,complexidade,"gl,pt",2
3899,effectiveness,eficacia,"es,gl",2
3900,lonely,solitario,"gl,it",2
3901,statistical,estatístico,"gl,pt",2
3905,garbage,lixo,"gl,pt",2
3906,devote,dedicar,"ca,es,gl,pt",4
3908,venture,aventura,"gl,ro",2
3910,aide,aide,"en,fr",2
3911,subtle,sutil,"es,gl,pt",3
3911,subtle,subtil,"ca,fr,ro",3
3912,rod,vara,"es,gl",2
3913,top,top,"en,ro",2
3914,civilian,civil,"ca,es,fr,gl,pt,ro",6
3915,t-shirt,camiseta,"gl,pt",2
3917,civilian,civil,"ca,es,fr,gl,pt,ro",6
3918,basket,cesta,"es,pt",2
3919,strict,strict,"en,fr,ro",3
3920,loser,perdedor,"ca,es,gl",3
3922,saint,santo,"gl,it,pt",3
3925,bite,morder,"es,gl,pt",3
3927,compound,composto,"gl,it,pt",3
3928,architecture,architecture,"en,fr",2
3928,architecture,arquitectura,"ca,es,gl",3
3930,destination,destination,"en,fr",2
3930,destination,destino,"es,gl,pt",3
3932,province,provincia,"es,gl",2
3932,province,província,"ca,pt",2
3933,sum,suma,"ca,es,gl",3
3935,spill,derramar,"es,pt",2
3938,protest,protest,"en,ro",2
3938,protest,protesta,"ca,es,gl,it",4
3939,trading,comercio,"es,gl",2
3940,please,por favor,"es,gl,pt",3
3941,acceptance,aceptación,"es,gl",2
3942,revelation,revelación,"es,gl",2
3943,march,marcha,"es,gl",2
3944,indicator,indicator,"en,ro",2
3944,indicator,indicador,"ca,es,gl,pt",4
3945,collaboration,collaboration,"en,fr",2
3945,collaboration,colaboración,"es,gl",2
3946,rhetoric,retórica,"es,gl,pt",3
3947,tune,afinar,"ca,gl",2
3948,slam,slam,"ca,en",2
3948,slam,golpe,"es,gl",2
3949,inevitable,inevitable,"ca,en,es,gl",4
3950,monkey,mono,"es,gl",2
3952,protocol,protocol,"ca,en,ro",3
3952,protocol,protocolo,"es,gl,pt",3
3953,productive,produtivo,"gl,pt",2
3954,principal,principal,"ca,en,es,fr,gl,ro",6
3956,jeans,jeans,"en,fr,it,pt",4
3958,convict,condenar,"es,pt",2
3959,boost,boost,"en,ro",2
3960,recipient,recipiente,"es,gl",2
3963,persuade,persuadir,"ca,es,gl,pt",4
3964,undermine,minar,"ca,gl,pt",3
3965,yep,sí,"ca,es",2
3966,ranch,ranch,"en,fr,it",3
3966,ranch,rancho,"es,gl,pt",3
3967,scout,scout,"en,fr",2
3967,scout,explorador,"ca,gl",2
3968,medal,medalla,"ca,es,gl",3
3971,ski,ski,"en,fr",2
3971,ski,esquí,"ca,es,gl",3
3972,conservation,conservación,"es,gl",2
3973,habitat,habitat,"ca,en,es,fr,it,pt,ro",7
3974,contractor,contratista,"es,gl",2
3975,trailer,trailer,"en,it",2
3975,trailer,remolque,"es,gl",2
3976,pitcher,lanzador,"es,gl",2
3977,towel,toalla,"es,gl",2
3978,goodbye,adeus,"gl,pt",2
3980,bonus,bonus,"en,it",2
3981,dramatically,dramaticamente,"gl,pt",2
3982,genre,genre,"en,fr",2
3985,hook,gancho,"es,gl,pt",3
3986,behavioral,conductual,"es,gl",2
3986,behavioral,comportamental,"pt,ro",2
3987,omit,omitir,"es,gl,pt",3
3988,pit,fossa,"ca,it",2
3989,volunteer,voluntario,"es,gl",2
3990,boring,aburrido,"es,gl",2
3991,hook,gancho,"es,gl,pt",3
3992,suspend,suspender,"es,gl,pt",3
3992,suspend,suspendre,"ca,fr",2
3993,cholesterol,colesterol,"ca,es,gl,pt",4
3996,bombing,bombardeo,"es,gl",2
3997,consult,consultar,"ca,es,gl,pt",4
3998,encounter,encontro,"gl,pt",2
3999,expertise,pericia,"es,gl",2
4000,creator,creator,"en,ro",2
4000,creator,creador,"ca,es,gl",3
4004,tablet,tableta,"es,gl",2
4005,blow,golpe,"gl,pt",2
4010,rational,racional,"ca,es,gl,pt",4
4011,classic,clásico,"es,gl",2
4012,utilize,utilizar,"es,gl,pt",3
4013,pine,pino,"es,it",2
4013,pine,pin,"fr,ro",2
4014,past,pasado,"es,gl",2
4015,bitter,amargo,"es,gl,pt",3
4018,affordable,accesible,"es,gl",2
4019,tennis,tennis,"ca,en,fr,it",4
4019,tennis,tenis,"es,gl,ro",3
4020,artistic,artistic,"en,ro",2
4020,artistic,artístico,"es,gl,pt",3
4021,download,download,"en,pt",2
4021,download,descargar,"es,gl",2
4026,talented,talentoso,"es,gl,pt",3
4027,crown,corona,"ca,es",2
4027,crown,coroa,"gl,pt",2
4028,importantly,important,"ca,fr,ro",3
4028,importantly,importante,"gl,it,pt",3
4029,bare,nu,"ca,fr,pt",3
4030,invisible,invisible,"ca,en,es,fr,gl",5
4031,sergeant,sargento,"es,pt",2
4031,sergeant,sergent,"ca,fr,ro",3
4034,colony,colonia,"es,gl,it",3
4034,colony,colonie,"fr,ro",2
4036,accessible,accessible,"ca,en,fr",3
4036,accessible,accesible,"es,gl",2
4038,integration,integración,"es,gl",2
4040,award,premio,"gl,it",2
4041,excitement,emoción,"es,gl",2
4042,residence,residencia,"es,gl",2
4044,adolescent,adolescent,"ca,en,fr,ro",4
4044,adolescent,adolescente,"es,gl,it,pt",4
4045,greek,grec,"ca,fr",2
4045,greek,grego,"gl,pt",2
4046,doll,boneca,"gl,pt",2
4047,oxygen,oxigen,"ca,ro",2
4049,gravity,gravidade,"gl,pt",2
4050,functional,funcional,"ca,es,gl,pt",4
4052,echo,eco,"ca,es,gl,it,pt",5
4053,cotton,algodón,"es,gl",2
4054,rescue,rescate,"es,gl",2
4054,rescue,salvare,"it,ro",2
4055,estimated,estimado,"es,gl,pt",3
4055,estimated,estimat,"ca,ro",2
4056,program,program,"en,ro",2
4056,program,programa,"ca,es,gl,pt",4
4057,endorse,avalar,"ca,gl",2
4058,lawmaker,legislador,"ca,pt",2
4059,determination,determinación,"es,gl",2
4060,flash,flash,"en,gl,ro",3
4061,simultaneously,simultaneamente,"es,gl,pt",3
4062,dynamics,dinámica,"es,gl",2
4062,dynamics,dinamica,"it,ro",2
4066,administer,administrar,"ca,es,gl",3
4069,distract,distraer,"es,gl",2
4070,ban,prohibición,"es,gl",2
4071,alleged,presunto,"es,it",2
4072,statute,estatuto,"es,gl,pt",3
4073,value,valor,"ca,es,gl,pt",4
4074,biology,biologia,"ca,it,pt",3
4075,republican,republican,"en,ro",2
4075,republican,republicano,"es,gl,pt",3
4076,follower,seguidor,"ca,es,gl,pt",4
4077,nasty,desagradable,"ca,es,gl",3
4078,evident,evident,"ca,en,ro",3
4078,evident,evidente,"es,gl,it,pt",4
4079,prior,anterior,"ca,ro",2
4080,confess,confesar,"es,gl",2
4080,confess,confessar,"ca,pt",2
4081,eligible,elegible,"ca,es",2
4082,picture,foto,"it,pt",2
4083,rock,rock,"en,es",2
4084,trap,trampa,"ca,es,gl",3
4085,consent,consentimento,"gl,pt",2
4086,pump,bomba,"ca,es,gl",3
4086,pump,pompa,"it,ro",2
4089,hate,odio,"es,gl",2
4090,occasional,ocasional,"ca,es,gl,pt",4
4091,trunk,tronco,"es,gl,it,pt",4
4091,trunk,tronc,"ca,fr",2
4092,prohibit,prohibit,"ca,en",2
4093,sustainable,sostenible,"ca,es",2
4094,belly,ventre,"ca,fr",2
4094,belly,barriga,"gl,pt",2
4095,banking,bancario,"es,it",2
4098,flash,flash,"en,gl,ro",3
4099,average,media,"gl,it",2
4100,obstacle,obstacle,"ca,en,fr",3
4100,obstacle,obstáculo,"es,gl,pt",3
4101,ridge,cresta,"es,it",2
4102,heal,curar,"ca,es,gl,pt",4
4103,bastard,bastard,"ca,en",2
4106,tumor,tumor,"ca,en,es,gl,pt",5
4107,architect,arquitecto,"es,gl",2
4108,wrist,pulso,"gl,pt",2
4109,harbor,port,"ca,fr,ro",3
4109,harbor,porto,"gl,it",2
4110,handsome,guapo,"ca,es",2
4111,bullshit,merda,"ca,gl",2
4112,realm,reino,"es,gl",2
4113,bet,aposta,"ca,gl,pt",3
4115,inspector,inspector,"ca,en,es,gl,ro",5
4116,surveillance,surveillance,"en,fr",2
4117,trauma,trauma,"ca,en,es,gl,it,pt,ro",7
4118,rebuild,reconstruir,"ca,es,pt",3
4119,romance,romance,"en,es,fr,gl,pt",5
4120,gross,bruto,"es,gl",2
4120,gross,brut,"ca,fr,ro",3
4123,classical,clásico,"es,gl",2
4124,convey,transmitir,"es,gl",2
4125,compensation,compensation,"en,fr",2
4125,compensation,compensación,"es,gl",2
4126,insect,insecto,"es,gl",2
4126,insect,insecte,"ca,fr",2
4127,debate,debate,"en,es,gl,pt",4
4128,output,saída,"gl,pt",2
4129,parliament,parlamento,"es,gl,it,pt",4
4129,parliament,parlament,"ca,ro",2
4130,suite,suite,"ca,en,es,fr,gl,it",6
4131,opposed,oposto,"gl,pt",2
4132,fold,dobrar,"gl,pt",2
4133,separation,separación,"es,gl",2
4134,demon,demon,"en,ro",2
4135,eating,comendo,"gl,pt",2
4136,structural,structural,"en,ro",2
4136,structural,estructural,"ca,es",2
4136,structural,estrutural,"gl,pt",2
4138,equality,igualdade,"gl,pt",2
4139,logical,lógico,"es,pt",2
4140,probability,probabilidade,"gl,pt",2
4141,await,esperar,"ca,es",2
4142,generous,generoso,"es,it,pt",3
4143,acquisition,acquisition,"en,fr",2
4143,acquisition,adquisición,"es,gl",2
4144,custody,custodia,"es,gl,it",3
4145,compromise,compromiso,"es,gl",2
4146,greet,saludar,"ca,es",2
4146,greet,saudar,"gl,pt",2
4147,trash,lixo,"gl,pt",2
4148,judicial,judicial,"ca,en,es,pt",4
4149,earthquake,terremoto,"es,gl,it,pt",4
4151,realistic,realista,"ca,es,gl,pt",4
4152,wake,despertar,"ca,es",2
4153,assemble,montar,"gl,pt",2
4156,parameter,parámetro,"es,gl",2
4158,modify,modificar,"ca,es,gl,pt",4
4159,signal,signal,"en,fr",2
4159,signal,sinal,"gl,pt",2
4160,sponsor,sponsor,"en,it,ro",3
4160,sponsor,patrocinador,"ca,es,gl,pt",4
4161,mathematics,matemáticas,"es,gl",2
4162,hallway,corredor,"gl,pt",2
4163,african-american,afroamericano,"es,gl,it",3
4165,liability,responsabilidade,"gl,pt",2
4166,crawl,crawl,"en,fr",2
4167,theoretical,teórico,"es,gl,pt",3
4168,condemn,condenar,"es,gl,pt",3
4169,fluid,fluid,"ca,en,ro",3
4169,fluid,fluido,"it,pt",2
4170,homeland,patria,"es,gl,it",3
4172,exam,examen,"ca,es,fr,ro",4
4172,exam,exame,"gl,pt",2
4175,considering,considerando,"es,it,pt",3
4176,conscious,consciente,"es,gl,pt",3
4176,conscious,conscient,"ca,fr",2
4177,vitamin,vitamina,"ca,es,gl,it,ro",5
4180,reserve,reserva,"ca,es,gl,pt",4
4181,actively,activamente,"es,gl",2
4183,teenage,adolescent,"ca,fr",2
4183,teenage,adolescente,"gl,it",2
4184,respect,respect,"en,ro",2
4185,retrieve,recuperar,"ca,es,gl,pt",4
4187,sentiment,sentiment,"ca,en,fr,ro",4
4187,sentiment,sentimento,"gl,it,pt",3
4189,oral,oral,"ca,en,es,fr,gl,pt,ro",7
4190,convinced,convencido,"es,gl,pt",3
4191,photography,fotografía,"es,gl",2
4191,photography,fotografia,"ca,it,pt",3
4192,coin,moneda,"ca,es",2
4192,coin,moeda,"gl,pt",2
4193,laptop,laptop,"en,ro",2
4194,bounce,rebotar,"ca,gl",2
4195,goodness,bondade,"gl,pt",2
4196,affiliation,affiliation,"en,fr",2
4196,affiliation,afiliación,"es,gl",2
4197,punch,punch,"en,it",2
4199,bee,abella,"ca,gl",2
4200,blessing,bendición,"es,gl",2
4201,command,mando,"es,gl",2
4201,command,comando,"it,pt",2
4202,continuous,continuo,"es,gl,it",3
4205,repair,reparar,"es,pt",2
4206,worry,preocuparse,"es,gl",2
4207,ritual,ritual,"ca,en,es,gl,pt,ro",6
4208,bath,baño,"es,gl",2
4210,historically,historicamente,"gl,pt",2
4212,scan,escanear,"es,gl",2
4213,reminder,recordatorio,"es,gl",2
4214,hers,dela,"gl,pt",2
4215,slavery,esclavitud,"ca,es",2
4216,supervisor,supervisor,"ca,en,es,gl",4
4219,pleasant,agradable,"ca,es,gl",3
4221,skirt,saia,"gl,pt",2
4222,outlet,saída,"gl,pt",2
4223,curtain,cortina,"ca,es,gl,pt",4
4224,declaration,declaración,"es,gl",2
4225,seal,foca,"es,pt",2
4226,immune,immune,"ca,en,it",3
4226,immune,inmune,"es,gl",2
4227,switch,cambiar,"es,gl",2
4228,calendar,calendar,"en,ro",2
4228,calendar,calendario,"es,gl,it",3
4229,paragraph,parágrafo,"gl,pt",2
4231,credit,credit,"en,ro",2
4231,credit,crédito,"es,gl,pt",3
4232,regret,regret,"en,ro",2
4232,regret,arrepentirse,"es,gl",2
4234,flat,plano,"es,pt",2
4234,flat,plana,"ca,gl",2
4235,entrepreneur,entrepreneur,"en,fr",2
4235,entrepreneur,empresario,"es,gl",2
4236,specify,especificar,"ca,es,gl",3
4238,clay,argila,"ca,pt",2
4241,strip,tira,"ca,gl",2
4243,outstanding,excepcional,"ca,pt",2
4244,uh-huh,uh-huh,"en,gl,pt,ro",4
4245,unity,unidade,"gl,pt",2
4247,manipulate,manipular,"ca,es,gl,pt",4
4248,airplane,avión,"es,gl",2
4248,airplane,avion,"fr,ro",2
4249,portfolio,carteira,"gl,pt",2
4250,mysterious,misterioso,"es,it,pt",3
4251,delicious,delicioso,"es,gl,pt",3
4252,northwest,noroeste,"es,gl,pt",3
4253,sweat,suor,"gl,pt",2
4254,profound,profundo,"es,pt",2
4254,profound,profunda,"ca,gl",2
4255,sacrifice,sacrifice,"en,fr",2
4255,sacrifice,sacrificio,"es,gl,it",3
4256,treasure,Tesoro,"es,it",2
4258,lightly,levemente,"gl,pt",2
4259,rally,rally,"en,it",2
4261,alongside,ao lado,"gl,pt",2
4265,exploration,exploration,"en,fr",2
4265,exploration,exploración,"es,gl",2
4266,secure,seguro,"es,gl,pt",3
4267,limb,membre,"ca,fr",2
4267,limb,membro,"gl,pt",2
4268,enroll,inscribirse,"es,gl",2
4269,outer,exterior,"ca,es,gl,pt,ro",5
4270,charter,charter,"en,it",2
4270,charter,carta,"ca,es,gl,pt",4
4272,escape,escapar,"ca,es,gl",3
4272,escape,fuga,"it,pt",2
4273,arena,arena,"ca,en,es,it,pt",5
4276,forty,quaranta,"ca,it",2
4277,someday,algún día,"es,gl",2
4278,unite,unir,"es,fr,gl,pt",4
4279,courtesy,cortesía,"es,gl",2
4279,courtesy,cortesia,"ca,it,pt",3
4280,statue,statue,"en,fr",2
4280,statue,estatua,"es,gl",2
4281,fist,puño,"es,gl",2
4282,castle,castelo,"gl,pt",2
4283,precise,preciso,"es,gl,it,pt",4
4286,joke,broma,"ca,es,gl",3
4287,legally,legalmente,"es,gl,it,pt",4
4288,embassy,embaixada,"gl,pt",2
4289,patience,patience,"en,fr",2
4289,patience,paciencia,"es,gl",2
4290,medium,medio,"es,gl,it",3
4292,bush,arbusto,"es,gl,pt",3
4297,cage,cage,"en,fr",2
4299,shark,tiburón,"es,gl",2
4300,lobby,lobby,"en,ro",2
4300,lobby,vestíbulo,"es,gl",2
4302,near,cerca,"es,gl",2
4303,runner,corredor,"ca,es,gl,pt",4
4305,attraction,attraction,"en,fr",2
4305,attraction,atracción,"es,gl",2
4307,artificial,artificial,"ca,en,es,pt,ro",5
4308,mercy,misericordia,"es,gl",2
4309,indigenous,indígena,"ca,es,pt",3
4311,tune,afinar,"ca,gl",2
4312,dancer,bailarín,"es,gl",2
4313,candle,vela,"es,gl,pt",3
4314,sexually,sexualmente,"es,gl,pt",3
4315,needle,agulla,"ca,gl",2
4317,chronicle,crónica,"es,gl",2
4319,toxic,toxic,"en,ro",2
4319,toxic,tóxico,"es,gl,pt",3
4321,sensor,sensor,"ca,en,es,gl,pt",5
4322,deploy,desplegar,"ca,es",2
4323,debut,debut,"ca,en,es,gl,ro",5
4324,star,estrella,"ca,es",2
4325,magnitude,magnitude,"en,gl,pt",3
4325,magnitude,magnitud,"ca,es",2
4327,pro,pro,"ca,en,fr,gl,it,ro",6
4328,colonial,colonial,"ca,en,es,fr,gl,pt,ro",7
4329,icon,icona,"ca,it",2
4331,info,info,"en,es,ro",3
4333,iranian,iranian,"en,ro",2
4333,iranian,iraniano,"gl,it,pt",3
4334,senior,senior,"en,gl,ro",3
4335,parade,parade,"en,fr",2
4335,parade,desfile,"es,gl",2
4336,seal,foca,"es,pt",2
4338,gifted,dotado,"es,gl,pt",3
4339,rage,rage,"en,fr",2
4340,outdoor,exterior,"ca,es",2
4341,ending,final,"ca,pt,ro",3
4342,loop,bucle,"ca,gl",2
4344,chase,perseguir,"es,pt",2
4346,reception,recepción,"es,gl",2
4347,local,local,"en,es,fr,gl,pt,ro",6
4349,premise,premisa,"es,gl",2
4349,premise,premissa,"ca,pt",2
4350,deem,considerar,"ca,es",2
4350,deem,considera,"gl,ro",2
4351,automatic,automático,"es,gl,pt",3
4352,whale,balena,"ca,it",2
4354,credibility,credibilidade,"gl,pt",2
4356,drift,deriva,"ca,es,gl,it,pt",5
4357,loyalty,lealdade,"gl,pt",2
4358,promising,prometedor,"ca,es,gl",3
4359,tide,marea,"ca,es,gl,it",4
4362,metaphor,metáfora,"es,gl,pt",3
4363,skull,cranio,"gl,it",2
4365,therapist,terapeuta,"ca,es,gl,pt",4
4366,backup,backup,"en,it,ro",3
4368,instinct,instinct,"en,fr,ro",3
4368,instinct,instinto,"es,gl,pt",3
4369,export,export,"en,ro",2
4369,export,exportar,"ca,es,gl,pt",4
4370,bleed,sangrar,"es,gl,pt",3
4371,shock,shock,"en,it",2
4371,shock,choque,"gl,pt",2
4372,seventh,sétimo,"gl,pt",2
4373,fixed,fixo,"gl,pt",2
4375,disclose,revelar,"ca,es,gl",3
4377,pal,amigo,"gl,pt",2
4379,pump,bomba,"ca,es,gl",3
4379,pump,pompa,"it,ro",2
4380,density,densidade,"gl,pt",2
4381,correction,correction,"en,fr",2
4381,correction,corrección,"es,gl",2
4382,representative,representante,"es,gl,pt",3
4383,jump,salto,"es,it",2
4383,jump,saltar,"ca,gl",2
4384,repair,reparar,"es,pt",2
4385,kinda,tipo,"it,pt",2
4386,relieve,aliviar,"es,gl,pt",3
4389,corridor,corredor,"es,gl,pt",3
4390,russian,ruso,"es,gl",2
4390,russian,russo,"it,pt",2
4391,enthusiasm,entusiasmo,"es,gl,it,pt",4
4392,extended,estendido,"gl,pt",2
4393,root,raíz,"es,gl",2
4394,alright,bien,"es,fr",2
4395,panic,pánico,"es,gl",2
4396,pad,pad,"en,it,ro",3
4396,pad,almofada,"gl,pt",2
4397,bid,oferta,"ca,pt",2
4399,productivity,produtividade,"gl,pt",2
4401,tuck,tuck,"en,it,ro",3
4402,defeat,derrota,"ca,gl,pt",3
4403,railroad,ferrocarril,"ca,es,gl",3
4403,railroad,Ferrovia,"it,pt",2
4405,minimize,minimizar,"es,gl,pt",3
4407,inspection,inspection,"en,fr",2
4407,inspection,inspección,"es,gl",2
4408,cab,taxi,"es,fr,gl,it,ro",5
4409,expected,previsto,"es,it",2
4409,expected,esperado,"gl,pt",2
4411,leap,salto,"es,gl,it,pt",4
4414,theology,teologia,"ca,it,pt",3
4416,accent,accent,"ca,en,fr,ro",4
4416,accent,acento,"es,gl",2
4417,invitation,invitation,"en,fr",2
4417,invitation,invitación,"es,gl",2
4418,reply,resposta,"ca,gl",2
4419,israeli,israelí,"es,gl",2
4420,liar,mentiroso,"es,pt",2
4421,oversee,supervisar,"ca,es,gl",3
4422,awkward,incómodo,"es,gl",2
4424,suburban,suburban,"en,ro",2
4424,suburban,suburbano,"es,gl,it,pt",4
4426,momentum,impulso,"es,gl,pt",3
4426,momentum,impuls,"ca,ro",2
4429,chin,queixo,"gl,pt",2
4430,hockey,hockey,"en,es,it",3
4431,laser,laser,"en,fr,it,pt,ro",5
4431,laser,láser,"es,gl",2
4432,proposition,proposition,"en,fr",2
4432,proposition,proposición,"es,gl",2
4433,rob,robar,"ca,es",2
4433,rob,roubar,"gl,pt",2
4434,beam,feixe,"gl,pt",2
4435,ancestor,antepasado,"es,gl",2
4437,verse,verso,"es,gl",2
4437,verse,verset,"fr,ro",2
4438,casual,casual,"ca,en,es,gl,pt,ro",6
4439,objection,objection,"en,fr",2
4441,given,dado,"es,gl,pt",3
4443,revolutionary,revolucionario,"es,gl",2
4444,carbohydrate,carboidrato,"it,pt",2
4445,steam,vapor,"ca,es,gl,pt",4
4447,glance,mirada,"ca,es",2
4448,forehead,front,"ca,fr",2
4448,forehead,fronte,"gl,it",2
4450,slide,diapositiva,"es,gl,it",3
4452,good,bo,"ca,gl",2
4453,carpet,alfombra,"es,gl",2
4454,cloth,tela,"ca,es",2
4454,cloth,pano,"gl,pt",2
4455,interior,interior,"ca,en,es,gl,pt,ro",6
4458,questionnaire,questionnaire,"en,fr",2
4458,questionnaire,cuestionario,"es,gl",2
4459,compromise,compromiso,"es,gl",2
4462,graph,grafico,"es,it",2
4462,graph,gráfico,"gl,pt",2
4463,diplomatic,diplomatic,"en,ro",2
4463,diplomatic,diplomático,"es,gl,pt",3
4465,herb,herba,"ca,gl",2
4466,subsidy,subvención,"es,gl",2
4468,fossil,fósil,"es,gl",2
4468,fossil,fossile,"fr,it",2
4469,patrol,patrulla,"ca,es,gl",3
4470,pulse,pulso,"gl,pt",2
4471,mechanic,mecánico,"es,gl",2
4473,screening,screening,"en,ro",2
4474,continuing,continuando,"gl,it,pt",3
4475,electoral,electoral,"ca,en,es,gl,ro",5
4476,supposedly,supostamente,"gl,pt",2
4477,dignity,dignidade,"gl,pt",2
4478,prophet,profeta,"ca,es,gl,it,pt",5
4479,commentary,comentario,"es,gl",2
4480,sort,ordenar,"ca,gl",2
4482,serving,servindo,"gl,pt",2
4486,android,android,"en,ro",2
4486,android,androide,"es,it",2
4486,android,Android,"ca,fr,gl",3
4487,alpha,alpha,"en,fr",2
4487,alpha,alfa,"ca,es,gl,it,pt,ro",6
4488,insert,inserir,"ca,gl,pt",3
4489,mortality,mortalidade,"gl,pt",2
4491,elephant,elefante,"es,gl,it,pt",4
4491,elephant,elefant,"ca,ro",2
4492,solely,unicamente,"gl,it,pt",3
4493,hurt,ferido,"gl,pt",2
4494,continent,continent,"ca,en,fr,ro",4
4494,continent,continente,"es,gl,it,pt",4
4495,attribute,atributo,"es,gl,pt",3
4495,attribute,atribut,"ca,ro",2
4496,ecosystem,ecosistema,"ca,es,gl,it",4
4499,olive,olive,"en,fr",2
4499,olive,Oliva,"ca,pt",2
4500,syndrome,syndrome,"en,fr",2
4500,syndrome,síndrome,"ca,es,gl,pt",4
4501,minimum,mínimo,"es,gl,pt",3
4503,abstract,abstract,"en,ro",2
4503,abstract,abstracto,"es,gl",2
4504,accusation,accusation,"en,fr",2
4504,accusation,acusación,"es,gl",2
4505,coming,chegando,"gl,pt",2
4506,sock,calcetín,"es,gl",2
4510,calculation,cálculo,"es,gl",2
4510,calculation,calcul,"fr,ro",2
4511,innovative,innovador,"ca,es,gl",3
4512,demographic,demográfico,"es,pt",2
4513,accommodate,acomodar,"ca,es,gl,pt",4
4514,jaw,mandíbula,"ca,es,gl,pt",4
4515,unfair,injusto,"es,pt",2
4516,tragic,tragic,"en,ro",2
4516,tragic,trágico,"es,pt",2
4517,comprise,comprender,"es,gl",2
4519,nutrition,nutrition,"en,fr",2
4519,nutrition,nutrición,"es,gl",2
4520,mentor,mentor,"ca,en,es,fr,gl,pt,ro",7
4521,stance,postura,"ca,es,gl",3
4523,pause,pause,"en,fr",2
4523,pause,pausa,"ca,es,gl,it,pt",5
4524,dot,punto,"es,gl,it",3
4526,cooperate,cooperar,"ca,es,gl",3
4527,disk,disco,"es,gl,it,pt",4
4527,disk,disc,"ca,ro",2
4530,offend,ofender,"es,gl,pt",3
4531,exploit,exploit,"en,fr",2
4531,exploit,explotar,"ca,es,gl",3
4532,compel,obligar,"ca,es",2
4532,compel,obrigar,"gl,pt",2
4533,likelihood,probabilidade,"gl,pt",2
4535,southeast,sud-est,"ca,fr,it",3
4537,undertake,emprender,"es,gl",2
4538,painter,pintor,"ca,es,gl,pt",4
4539,residential,residencial,"ca,gl,pt",3
4540,counterpart,contrapartida,"ca,es,gl,pt",4
4541,believer,crente,"gl,pt",2
4543,inmate,preso,"es,gl",2
4544,thoroughly,completamente,"it,pt",2
4545,trace,trace,"en,fr",2
4545,trace,rastro,"es,gl",2
4547,filter,filtre,"ca,fr",2
4547,filter,filtro,"gl,it,pt",3
4548,pillow,almofada,"gl,pt",2
4549,orbit,orbita,"es,it",2
4549,orbit,órbita,"gl,pt",2
4552,cease,cesar,"es,gl",2
4552,cease,cessar,"ca,pt",2
4554,feed,alimentación,"es,gl",2
4554,feed,alimentar,"ca,pt",2
4555,vanish,desaparecer,"es,gl,pt",3
4556,instructional,instrutivo,"gl,pt",2
4557,clause,clause,"en,fr",2
4557,clause,cláusula,"es,gl,pt",3
4558,mentally,mentalmente,"es,gl,it,pt",4
4559,model,model,"ca,en,ro",3
4559,model,modelo,"es,gl,pt",3
4562,neutral,neutral,"en,es",2
4562,neutral,neutre,"ca,fr",2
4562,neutral,neutro,"gl,it,pt",3
4563,shield,escudo,"gl,pt",2
4564,popularity,popularidade,"gl,pt",2
4566,authorize,autorizar,"es,gl,pt",3
4568,exhibit,exposición,"es,gl",2
4570,graphic,gráfico,"es,gl,pt",3
4571,darling,querida,"es,pt",2
4572,traditionally,tradicionalmente,"es,gl,pt",3
4574,poorly,mal,"es,gl,pt",3
4576,opt,optar,"ca,es,gl,pt",4
4577,descend,descender,"es,gl",2
4578,firmly,firmemente,"es,gl,pt",3
4580,openly,abertamente,"gl,pt",2
4581,gathering,reunión,"es,gl",2
4582,alien,extraterrestre,"es,fr",2
4584,fever,febre,"ca,gl,pt",3
4585,preach,predicar,"ca,es,gl",3
4586,interfere,interferir,"ca,es,gl,pt",4
